#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   1   7   1.5e-05    0.0025   13.4   0.0    29    98   183   278   178   332 0.61 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   2   7      0.28        47   -0.7   0.0    88   110   322   344   311   350 0.82 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   3   7   1.5e-05    0.0025   13.4   0.7   109   185   404   502   398   511 0.67 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   4   7     2e-17   3.3e-15   52.7   0.4   164   245   507   603   500   608 0.83 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   5   7      0.33        56   -1.0   0.0   189   219   613   643   608   647 0.87 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   6   7     6e-60     1e-57  193.2   0.5   254   391   645   801   617   817 0.90 -
ptg000011l:555530-559213 -           1228 1038at4891           -            690  1.1e-203  675.7  41.3   7   7  1.2e-124  2.1e-122  407.0  18.0   390   689   874  1226   863  1227 0.83 -
ptg000001l:104254-105732 -            493 1038at4891           -            690   2.6e-24   82.7   6.8   1   2   5.3e-16   8.8e-14   48.0   0.3   288   371    94   176    73   216 0.80 -
ptg000001l:104254-105732 -            493 1038at4891           -            690   2.6e-24   82.7   6.8   2   2   6.9e-13   1.2e-10   37.7   1.4   491   662   295   473   287   487 0.78 -
ptg000007l:852734-856396 -           1221 1038at4891           -            690   6.7e-18   61.6  22.6   1   4   1.7e-09   2.9e-07   26.4   0.5   296   327   195   226   180   230 0.88 -
ptg000007l:852734-856396 -           1221 1038at4891           -            690   6.7e-18   61.6  22.6   2   4   0.00031     0.051    9.1   4.7   409   538   274   422   246   425 0.75 -
ptg000007l:852734-856396 -           1221 1038at4891           -            690   6.7e-18   61.6  22.6   3   4   1.6e-11   2.7e-09   33.2   0.7   601   662   423   487   419   496 0.90 -
ptg000007l:852734-856396 -           1221 1038at4891           -            690   6.7e-18   61.6  22.6   4   4    0.0089       1.5    4.2   0.1   649   684   497   532   494   537 0.90 -
ptg000005l:243091-245238 -            716 1038at4891           -            690   1.2e-14   50.9   1.1   1   4   4.7e-05    0.0078   11.8   0.1   296   315    67    86    25   110 0.79 -
ptg000005l:243091-245238 -            716 1038at4891           -            690   1.2e-14   50.9   1.1   2   4      0.12        19    0.6   0.0   387   434   187   236   168   240 0.77 -
ptg000005l:243091-245238 -            716 1038at4891           -            690   1.2e-14   50.9   1.1   3   4     8e-05     0.013   11.0   0.0   488   531   425   468   410   506 0.84 -
ptg000005l:243091-245238 -            716 1038at4891           -            690   1.2e-14   50.9   1.1   4   4   2.3e-08   3.8e-06   22.7   0.1   615   662   645   693   619   696 0.91 -
ptg000016l:395253-396632 -            460 1038at4891           -            690   4.9e-13   45.5   4.5   1   4   1.8e-11     3e-09   33.0   0.1   297   422     2   127     1   143 0.76 -
ptg000016l:395253-396632 -            460 1038at4891           -            690   4.9e-13   45.5   4.5   2   4      0.44        74   -1.4   0.0   223   266   185   227   178   230 0.84 -
ptg000016l:395253-396632 -            460 1038at4891           -            690   4.9e-13   45.5   4.5   3   4   0.00081      0.14    7.7   0.1   485   515   339   369   330   380 0.79 -
