#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000006l:685611-689009 -           1133 2421at4891           -            710  8.2e-249  824.9  14.3   1   3      0.22        37   -0.3   0.0     6    28    19    43    15   121 0.75 -
ptg000006l:685611-689009 -           1133 2421at4891           -            710  8.2e-249  824.9  14.3   2   3  5.5e-148  9.2e-146  484.3   2.2   114   434   263   609   258   624 0.90 -
ptg000006l:685611-689009 -           1133 2421at4891           -            710  8.2e-249  824.9  14.3   3   3  5.9e-106  9.9e-104  345.4   2.9   326   700   640  1040   625  1049 0.80 -
ptg000005l:572023-573117 -            365 2421at4891           -            710   1.5e-83  278.7  19.6   1   3   4.3e-58   7.1e-56  187.2   1.4   116   305     6   201     2   203 0.93 -
ptg000005l:572023-573117 -            365 2421at4891           -            710   1.5e-83  278.7  19.6   2   3   6.2e-17     1e-14   51.1   1.4   525   609   200   280   199   286 0.89 -
ptg000005l:572023-573117 -            365 2421at4891           -            710   1.5e-83  278.7  19.6   3   3   2.3e-17   3.9e-15   52.5   2.8   616   672   308   365   301   365 0.96 -
ptg000009l:452756-453892 -            379 2421at4891           -            710   7.6e-76  253.2  18.1   1   2   6.5e-53   1.1e-50  170.0   4.0   107   306    14   222     3   226 0.93 -
ptg000009l:452756-453892 -            379 2421at4891           -            710   7.6e-76  253.2  18.1   2   2   4.6e-28   7.7e-26   87.9   6.9   529   672   221   379   219   379 0.85 -
ptg000007l:694914-696317 -            468 2421at4891           -            710   9.4e-47  157.0  18.2   1   3   1.1e-14   1.8e-12   43.7   2.5   114   221   131   248   117   255 0.73 -
ptg000007l:694914-696317 -            468 2421at4891           -            710   9.4e-47  157.0  18.2   2   3   1.5e-07   2.4e-05   20.1   0.2   253   301   258   307   253   311 0.86 -
