#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000008l:76512-77294   -            261 25236at4891          -            204   1.6e-83  276.6   0.1   1   1   4.8e-85   7.5e-83  274.3   0.1     6   204    13   261     9   261 0.85 -
ptg000008l:72574-77294   -            953 25236at4891          -            204   7.1e-82  271.2   0.0   1   1   1.4e-83   2.2e-81  269.6   0.0     6   204   705   953   701   953 0.85 -
ptg000004l:312633-313562 -            310 25236at4891          -            204   7.2e-05   19.7   0.6   1   1   9.8e-07   0.00015   18.6   0.3    99   142   129   177    53   183 0.75 -
ptg000005l:675265-676200 -            312 25236at4891          -            204   0.00022   18.1   0.3   1   1   2.9e-06   0.00046   17.0   0.3   101   141   159   204    81   211 0.70 -
ptg000017l:228474-229856 -            461 25236at4891          -            204   0.00047   17.0   0.0   1   1   5.4e-06   0.00085   16.2   0.0    82   136   257   311   212   316 0.84 -
ptg000003l:440638-441669 -            344 25236at4891          -            204    0.0012   15.7   0.0   1   1   1.7e-05    0.0026   14.6   0.0    62   145   115   205    95   212 0.76 -
ptg000011l:79115-79984   -            290 25236at4891          -            204    0.0014   15.5   0.0   1   1   1.6e-05    0.0025   14.6   0.0   100   132   104   136    89   163 0.76 -
ptg000002l:193776-194717 -            314 25236at4891          -            204    0.0015   15.3   0.2   1   1   2.3e-05    0.0037   14.1   0.2    48   141    41   155     4   164 0.64 -
ptg000003l:82447-83388   -            314 25236at4891          -            204    0.0032   14.3   0.2   1   1     3e-05    0.0047   13.7   0.2    80   140    97   158    50   162 0.78 -
ptg000011l:240641-241510 -            290 25236at4891          -            204    0.0034   14.2   0.1   1   1   3.9e-05    0.0061   13.4   0.1   100   142   142   189   120   194 0.80 -
ptg000002l:425875-430230 -           1452 25236at4891          -            204    0.0042   13.9   0.1   1   2   8.9e-05     0.014   12.2   0.0    70   132    86   156    28   170 0.80 -
ptg000002l:425875-430230 -           1452 25236at4891          -            204    0.0042   13.9   0.1   2   2       5.4   8.5e+02   -3.4   0.0    71    84  1437  1450  1399  1450 0.53 -
ptg000012l:96176-96967   -            264 25236at4891          -            204    0.0074   13.1   0.0   1   1   8.9e-05     0.014   12.2   0.0    97   142   113   163    92   170 0.77 -
ptg000001l:199915-201399 -            495 25236at4891          -            204    0.0079   13.0   0.0   1   1   0.00011     0.018   11.9   0.0   101   147   108   159    94   181 0.85 -
ptg000003l:275409-276383 -            325 25236at4891          -            204    0.0095   12.8   0.2   1   2   0.00026     0.041   10.7   0.1    88   140    98   155    89   160 0.83 -
ptg000003l:275409-276383 -            325 25236at4891          -            204    0.0095   12.8   0.2   2   2      0.67   1.1e+02   -0.4   0.0    23    49   162   187   154   223 0.84 -
ptg000004l:351378-352682 -            435 25236at4891          -            204     0.013   12.3   0.1   1   1    0.0002     0.031   11.1   0.1    99   141   120   167    18   176 0.70 -
ptg000008l:520632-521738 -            369 25236at4891          -            204     0.014   12.2   0.2   1   1   0.00021     0.032   11.0   0.1    99   141   124   171    21   183 0.76 -
ptg000003l:785207-786289 -            361 25236at4891          -            204     0.019   11.8   1.4   1   2   0.00045     0.071    9.9   0.6    33   140   137   248   127   257 0.66 -
ptg000003l:785207-786289 -            361 25236at4891          -            204     0.019   11.8   1.4   2   2       4.1   6.5e+02   -3.0   0.0    65    84   312   331   308   338 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/saccharomycetes_odb10/hmms/25236at4891.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/25236at4891.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/saccharomycetes_odb10/hmms/25236at4891.hmm /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:25:54 2023
# [ok]
