#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000005l:172921-174459   -            513 17309at4891          -            209   5.2e-88  291.3   3.0   1   2   1.2e-25   3.1e-24   83.0   0.6     2    82   189   287   188   298 0.86 -
ptg000005l:172921-174459   -            513 17309at4891          -            209   5.2e-88  291.3   3.0   2   2   5.3e-64   1.4e-62  208.3   0.1    78   204   305   452   295   457 0.90 -
ptg000011l:768412-769278   -            289 17309at4891          -            209   2.1e-52  175.0   0.0   1   1   3.4e-53   8.7e-52  173.0   0.0     3   171    12   211    10   221 0.85 -
ptg000006l:573123-575030   -            636 17309at4891          -            209   2.3e-51  171.6   0.0   1   1     2e-52   5.1e-51  170.4   0.0     2   193   326   558   325   578 0.82 -
ptg000003l:654396-655211   -            272 17309at4891          -            209   8.1e-51  169.8   0.1   1   1   1.3e-51   3.4e-50  167.8   0.0     3   171     2   201     1   214 0.84 -
ptg000015l:86556-88274     -            573 17309at4891          -            209   1.6e-33  113.3   0.2   1   1   9.5e-35   2.4e-33  112.7   0.2     5   175   303   497   299   536 0.77 -
ptg000015l:317550-318296   -            249 17309at4891          -            209   1.5e-32  110.1   0.1   1   1   8.4e-34   2.1e-32  109.6   0.1    10   192     3   216     1   237 0.77 -
ptg000005l:1466499-1467317 -            273 17309at4891          -            209   1.3e-30  103.7   0.0   1   1   8.9e-32   2.3e-30  103.0   0.0    10   191     1   215     1   235 0.70 -
ptg000011l:104985-106931   -            649 17309at4891          -            209     4e-29   98.9   2.6   1   1   2.4e-29   6.2e-28   95.0   1.3    29   191   397   598   356   619 0.76 -
ptg000013l:383783-385873   -            697 17309at4891          -            209   1.2e-27   94.1   0.3   1   2       1.4        36    1.1   0.0     9    40   400   431   393   434 0.89 -
ptg000013l:383783-385873   -            697 17309at4891          -            209   1.2e-27   94.1   0.3   2   2   5.6e-28   1.4e-26   90.6   0.1    18   172   461   635   455   657 0.81 -
ptg000012l:51342-52058     -            239 17309at4891          -            209   2.1e-27   93.3   0.4   1   1   1.3e-28   3.2e-27   92.7   0.4    10   172     3   188     1   231 0.79 -
ptg000014l:706442-708964   -            841 17309at4891          -            209     5e-27   92.1   0.1   1   1   8.6e-27   2.2e-25   86.7   0.1    39   173   605   767   543   791 0.76 -
ptg000012l:54690-55994     -            435 17309at4891          -            209   4.7e-26   88.9   1.1   1   3   3.8e-10   9.6e-09   32.3   0.1     3    79    24   116    22   143 0.77 -
ptg000012l:54690-55994     -            435 17309at4891          -            209   4.7e-26   88.9   1.1   2   3     0.056       1.4    5.7   0.0    97   110   170   183   163   191 0.88 -
ptg000012l:54690-55994     -            435 17309at4891          -            209   4.7e-26   88.9   1.1   3   3   7.1e-15   1.8e-13   47.8   0.0   112   184   224   302   220   314 0.83 -
ptg000008l:520632-521738   -            369 17309at4891          -            209   6.7e-26   88.4   0.6   1   2     4e-06    0.0001   19.2   0.3     7    84    21    99    16   113 0.83 -
ptg000008l:520632-521738   -            369 17309at4891          -            209   6.7e-26   88.4   0.6   2   2   7.2e-21   1.8e-19   67.4   0.0    81   172   126   229   117   231 0.82 -
ptg000003l:673740-674480   -            247 17309at4891          -            209   9.1e-26   88.0   0.0   1   1   4.8e-27   1.2e-25   87.6   0.0     7   171     1   186     1   215 0.77 -
ptg000003l:775573-776346   -            258 17309at4891          -            209   2.5e-25   86.5   0.0   1   1   2.5e-26   6.4e-25   85.2   0.0     3   171     4   197     2   201 0.73 -
ptg000010l:89137-92946     -           1270 17309at4891          -            209     2e-24   83.6   1.0   1   1     1e-23   2.6e-22   76.7   1.0    10   171   986  1195   980  1209 0.68 -
ptg000003l:785207-786289   -            361 17309at4891          -            209   3.2e-24   82.9   0.0   1   1   2.2e-25   5.5e-24   82.1   0.0     3   172   102   298   100   321 0.80 -
ptg000007l:445419-446474   -            352 17309at4891          -            209   3.4e-24   82.8   0.0   1   2    0.0086      0.22    8.3   0.0     2    36    20    54    19    75 0.85 -
ptg000007l:445419-446474   -            352 17309at4891          -            209   3.4e-24   82.8   0.0   2   2     2e-22     5e-21   72.5   0.0    87   172   129   218   109   235 0.88 -
ptg000005l:1392733-1394622 -            630 17309at4891          -            209     7e-24   81.8   0.2   1   1   5.7e-25   1.4e-23   80.8   0.2     5   167    53   242    50   263 0.80 -
ptg000017l:213674-214837   -            388 17309at4891          -            209   8.1e-24   81.6   0.0   1   2     0.003     0.076    9.8   0.1     2    37    64    99    63   116 0.86 -
ptg000017l:213674-214837   -            388 17309at4891          -            209   8.1e-24   81.6   0.0   2   2   1.4e-21   3.7e-20   69.6   0.0    86   172   172   262   162   282 0.84 -
ptg000003l:449874-450758   -            295 17309at4891          -            209   1.1e-23   81.2   0.0   1   1   2.5e-24   6.4e-23   78.6   0.0     4   172     3   203     1   207 0.76 -
ptg000006l:642186-642983   -            266 17309at4891          -            209   1.2e-23   81.1   0.0   1   1   7.5e-25   1.9e-23   80.4   0.0     2   171     5   199     4   234 0.76 -
ptg000006l:506920-511347   -           1476 17309at4891          -            209   1.3e-23   81.0   0.5   1   1   3.3e-24   8.5e-23   78.3   0.5     9   171  1180  1377  1173  1392 0.72 -
ptg000017l:141802-142617   -            272 17309at4891          -            209   2.2e-23   80.2   0.0   1   1   1.5e-24   3.9e-23   79.4   0.0     3   171    11   204     9   221 0.73 -
ptg000014l:92509-97236     -           1576 17309at4891          -            209   2.6e-23   79.9   3.0   1   2   3.4e-17   8.8e-16   55.3   0.1    11   129  1273  1418  1267  1424 0.67 -
