#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000013l:446387-448717   -            777 6567at4891           -            555  1.3e-268  889.2   0.5   1   2     0.037       3.4    3.1   0.0    11    45    84   121    79   157 0.73 -
ptg000013l:446387-448717   -            777 6567at4891           -            555  1.3e-268  889.2   0.5   2   2  1.7e-267  1.6e-265  879.0   0.1    71   554   244   775   234   776 0.93 -
ptg000005l:236600-239104   -            835 6567at4891           -            555  2.1e-165  548.4   0.6   1   3   2.9e-85   2.7e-83  277.4   0.1    70   290   212   437   204   449 0.94 -
ptg000005l:236600-239104   -            835 6567at4891           -            555  2.1e-165  548.4   0.6   2   3   9.5e-82   8.8e-80  265.8   0.0   289   529   461   716   448   737 0.88 -
ptg000005l:236600-239104   -            835 6567at4891           -            555  2.1e-165  548.4   0.6   3   3       0.1       9.3    1.7   0.1   525   554   754   783   737   784 0.91 -
ptg000004l:56225-58708     -            828 6567at4891           -            555  1.5e-142  473.0   0.1   1   2   4.4e-65     4e-63  210.8   0.0    70   298   203   440   192   488 0.87 -
ptg000004l:56225-58708     -            828 6567at4891           -            555  1.5e-142  473.0   0.1   2   2     1e-79   9.6e-78  259.1   0.0   283   527   501   761   494   781 0.87 -
ptg000017l:77864-80977     -           1038 6567at4891           -            555   2.3e-77  257.8   0.0   1   2   9.7e-74     9e-72  239.4   0.0   101   492   445   873   382   885 0.79 -
ptg000017l:77864-80977     -           1038 6567at4891           -            555   2.3e-77  257.8   0.0   2   2   3.5e-06   0.00033   16.4   0.0   255   293   889   927   878   936 0.86 -
ptg000008l:62771-66901     -           1377 6567at4891           -            555   4.5e-77  256.9   0.0   1   2   4.3e-72   3.9e-70  233.9   0.0    68   291   409   643   393   660 0.90 -
ptg000008l:62771-66901     -           1377 6567at4891           -            555   4.5e-77  256.9   0.0   2   2   1.9e-07   1.7e-05   20.6   0.0   102   174   767   840   756   848 0.88 -
ptg000014l:755483-758335   -            951 6567at4891           -            555   6.7e-74  246.4   0.0   1   2   7.3e-09   6.8e-07   25.2   0.0    98   259   389   563   372   610 0.80 -
ptg000014l:755483-758335   -            951 6567at4891           -            555   6.7e-74  246.4   0.0   2   2   1.4e-67   1.3e-65  219.0   0.0   308   535   646   889   617   907 0.84 -
ptg000008l:691534-692745   -            404 6567at4891           -            555     3e-67  224.4   0.1   1   1   4.4e-69     4e-67  224.0   0.1   308   531   140   378   112   403 0.88 -
ptg000008l:559461-560546   -            362 6567at4891           -            555   9.9e-66  219.4   0.1   1   2   1.5e-37   1.4e-35  119.9   0.0   311   438    87   215    61   216 0.94 -
ptg000008l:559461-560546   -            362 6567at4891           -            555   9.9e-66  219.4   0.1   2   2   4.4e-33   4.1e-31  105.2   0.0   138   293   160   317   160   327 0.91 -
ptg000011l:807585-808895   -            437 6567at4891           -            555   2.2e-64  215.0   0.1   1   1   2.9e-66   2.7e-64  214.7   0.1   307   538   173   420    96   435 0.89 -
ptg000005l:1242199-1243482 -            428 6567at4891           -            555   4.6e-63  210.6   0.1   1   1     6e-65   5.5e-63  210.4   0.1   269   527   118   400   100   428 0.79 -
ptg000017l:181337-182737   -            467 6567at4891           -            555   4.7e-63  210.6   0.0   1   1     7e-65   6.5e-63  210.1   0.0   296   536   190   450   173   461 0.85 -
ptg000005l:438504-439820   -            439 6567at4891           -            555   8.8e-63  209.7   0.1   1   1   1.4e-64   1.3e-62  209.1   0.1   308   545   177   434   163   438 0.87 -
ptg000007l:417706-419034   -            443 6567at4891           -            555   2.9e-58  194.8   0.1   1   1   4.2e-60   3.9e-58  194.3   0.1   312   541     1   252     1   259 0.87 -
ptg000009l:190965-192524   -            520 6567at4891           -            555   8.1e-58  193.3   0.0   1   1     2e-59   1.8e-57  192.1   0.0   311   541    70   327    56   336 0.86 -
ptg000011l:545726-547033   -            436 6567at4891           -            555   3.4e-57  191.3   0.1   1   1   6.2e-59   5.7e-57  190.5   0.1   307   530   175   413   158   435 0.87 -
ptg000003l:330042-332282   -            747 6567at4891           -            555   5.9e-57  190.5   0.0   1   1   9.4e-59   8.7e-57  189.9   0.0   304   539   270   521   254   533 0.86 -
ptg000003l:524776-525750   -            325 6567at4891           -            555   1.5e-53  179.3   0.0   1   3   2.5e-39   2.3e-37  125.8   0.0   300   430    28   157     3   171 0.85 -
ptg000003l:524776-525750   -            325 6567at4891           -            555   1.5e-53  179.3   0.0   2   3   9.8e-15     9e-13   44.6   0.0   203   290   189   275   184   291 0.89 -
ptg000003l:524776-525750   -            325 6567at4891           -            555   1.5e-53  179.3   0.0   3   3     0.007      0.65    5.5   0.0   526   554   292   320   286   321 0.92 -
ptg000003l:60855-62165     -            437 6567at4891           -            555   6.8e-51  170.4   0.0   1   1   2.3e-52   2.1e-50  168.8   0.0   298   531   116   362   109   368 0.87 -
ptg000002l:389394-391664   -            757 6567at4891           -            555   6.3e-48  160.6   0.3   1   1     7e-49   6.5e-47  157.3   0.3    67   420   234   629   212   647 0.76 -
ptg000009l:245167-246102   -            312 6567at4891           -            555   1.4e-46  156.2   0.0   1   2   6.5e-36     6e-34  114.5   0.0   303   429     9   134     2   145 0.94 -
ptg000009l:245167-246102   -            312 6567at4891           -            555   1.4e-46  156.2   0.0   2   2   5.6e-13   5.2e-11   38.8   0.0   203   305   176   277   169   291 0.88 -
ptg000005l:1205708-1207066 -            453 6567at4891           -            555   1.6e-19   66.9   0.0   1   2   9.1e-07   8.3e-05   18.3   0.0    94   128   253   287   241   304 0.78 -
ptg000005l:1205708-1207066 -            453 6567at4891           -            555   1.6e-19   66.9   0.0   2   2   9.8e-18     9e-16   54.5   0.0   350   479   265   393   265   448 0.80 -
ptg000002l:590384-590926   -            181 6567at4891           -            555   3.3e-13   46.0   0.5   1   1   1.5e-13   1.3e-11   40.7   0.5   103   248     3   178     1   181 0.63 -
ptg000005l:952328-954760   -            811 6567at4891           -            555   9.4e-07   24.7   0.1   1   2   5.1e-06   0.00047   15.8   0.0   110   187   141   232   129   248 0.76 -
ptg000005l:952328-954760   -            811 6567at4891           -            555   9.4e-07   24.7   0.1   2   2    0.0031      0.28    6.6   0.0   103   179   532   622   446   686 0.69 -
