#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000011l:744487-747069   -            861 14486at4891          -            631  9.1e-301  996.1  12.1   1   2   7.2e-59   8.1e-57  190.2   1.2    17   152   144   279   131   287 0.95 -
ptg000011l:744487-747069   -            861 14486at4891          -            631  9.1e-301  996.1  12.1   2   2  4.3e-246  4.8e-244  808.7   3.8   141   629   290   843   283   845 0.88 -
ptg000007l:394486-396687   -            734 14486at4891          -            631   9.6e-32  107.4   4.1   1   2   5.3e-22   5.9e-20   68.4   0.1   142   266   102   238    80   244 0.76 -
ptg000007l:394486-396687   -            734 14486at4891          -            631   9.6e-32  107.4   4.1   2   2   5.4e-13     6e-11   38.7   0.8   286   399   283   403   276   422 0.78 -
ptg000011l:136312-137265   -            318 14486at4891          -            631   1.8e-25   86.7   0.5   1   1   2.3e-27   2.6e-25   86.1   0.5   149   437    10   288     2   292 0.77 -
ptg000006l:177978-179033   -            352 14486at4891          -            631   2.1e-21   73.2   0.3   1   2   5.6e-22   6.2e-20   68.4   0.0   139   412    17   288     8   294 0.78 -
ptg000006l:177978-179033   -            352 14486at4891          -            631   2.1e-21   73.2   0.3   2   2     0.031       3.4    3.1   0.1   544   569   296   321   283   334 0.78 -
ptg000014l:690660-691661   -            334 14486at4891          -            631   2.2e-20   69.9   0.0   1   1   3.4e-22   3.8e-20   69.1   0.0   139   366     5   219     1   234 0.81 -
ptg000013l:446387-448717   -            777 14486at4891          -            631   1.3e-08   31.0   0.0   1   2     4e-06   0.00044   16.0   0.0   185   236   272   323   228   360 0.73 -
ptg000013l:446387-448717   -            777 14486at4891          -            631   1.3e-08   31.0   0.0   2   2   3.8e-05    0.0042   12.8   0.0   186   269   544   623   514   639 0.68 -
ptg000004l:56225-58708     -            828 14486at4891          -            631   5.2e-08   29.0   0.0   1   2   1.3e-06   0.00014   17.6   0.0   108   225   154   272   130   319 0.70 -
ptg000004l:56225-58708     -            828 14486at4891          -            631   5.2e-08   29.0   0.0   2   2   0.00048     0.054    9.1   0.0   193   220   568   595   556   639 0.68 -
ptg000005l:236600-239104   -            835 14486at4891          -            631     6e-08   28.8   0.0   1   2   4.1e-06   0.00045   16.0   0.0   188   232   244   288   211   321 0.75 -
ptg000005l:236600-239104   -            835 14486at4891          -            631     6e-08   28.8   0.0   2   2   0.00019     0.021   10.5   0.0   189   221   518   550   509   612 0.68 -
ptg000011l:807585-808895   -            437 14486at4891          -            631   7.5e-07   25.2   0.0   1   3       8.8   9.8e+02   -5.0   1.8   117   167    33    83    13    97 0.59 -
ptg000011l:807585-808895   -            437 14486at4891          -            631   7.5e-07   25.2   0.0   2   3   6.7e-09   7.5e-07   25.2   0.0   188   268   211   287   179   298 0.81 -
ptg000011l:807585-808895   -            437 14486at4891          -            631   7.5e-07   25.2   0.0   3   3       4.2   4.6e+02   -3.9   0.0    75   104   352   381   349   391 0.79 -
ptg000002l:414539-415600   -            354 14486at4891          -            631   1.4e-05   20.9   2.5   1   2    0.0011      0.12    8.0   0.0   147   208     2    52     1    62 0.78 -
ptg000002l:414539-415600   -            354 14486at4891          -            631   1.4e-05   20.9   2.5   2   2   0.00011     0.012   11.2   1.9   286   376   164   254   132   281 0.84 -
ptg000003l:60855-62165     -            437 14486at4891          -            631   1.7e-05   20.7   0.1   1   1   2.8e-07   3.1e-05   19.8   0.1   190   276   164   246    83   266 0.79 -
ptg000017l:181337-182737   -            467 14486at4891          -            631   2.2e-05   20.3   0.0   1   1     3e-07   3.3e-05   19.7   0.0   152   267   201   314   192   332 0.69 -
ptg000003l:524776-525750   -            325 14486at4891          -            631   8.7e-05   18.3   0.0   1   1   1.1e-06   0.00013   17.8   0.0   191   267    75   147    52   154 0.79 -
ptg000003l:330042-332282   -            747 14486at4891          -            631   0.00012   17.8   0.0   1   1   2.4e-06   0.00026   16.7   0.0   156   221   278   343   254   352 0.88 -
ptg000005l:1205708-1207066 -            453 14486at4891          -            631   0.00019   17.2   0.0   1   1   2.5e-06   0.00027   16.7   0.0   183   236   255   313   242   333 0.77 -
ptg000002l:389394-391664   -            757 14486at4891          -            631    0.0002   17.1   0.0   1   2    0.0012      0.14    7.8   0.0   188   216   270   298   265   373 0.70 -
ptg000002l:389394-391664   -            757 14486at4891          -            631    0.0002   17.1   0.0   2   2     0.002      0.23    7.0   0.0   187   221   552   586   531   593 0.76 -
ptg000008l:559461-560546   -            362 14486at4891          -            631   0.00021   17.1   0.0   1   1   2.7e-06   0.00031   16.5   0.0   194   266   128   196   116   217 0.69 -
ptg000014l:755483-758335   -            951 14486at4891          -            631   0.00037   16.3   0.0   1   2       1.5   1.7e+02   -2.4   0.0   179   225   383   430   375   447 0.73 -
ptg000014l:755483-758335   -            951 14486at4891          -            631   0.00037   16.3   0.0   2   2   8.7e-06   0.00097   14.9   0.0   189   275   683   770   674   779 0.78 -
ptg000005l:1242199-1243482 -            428 14486at4891          -            631   0.00048   15.9   0.0   1   1     8e-06   0.00089   15.0   0.0   189   233   203   247   194   280 0.74 -
ptg000009l:245167-246102   -            312 14486at4891          -            631   0.00048   15.9   0.0   1   1   6.5e-06   0.00073   15.3   0.0   192   265    54   123    47   131 0.74 -
ptg000008l:691534-692745   -            404 14486at4891          -            631   0.00061   15.5   0.0   1   1   7.8e-06   0.00087   15.0   0.0   165   270   153   255    98   272 0.67 -
ptg000003l:838144-839556   -            471 14486at4891          -            631   0.00065   15.4   2.4   1   2   1.3e-05    0.0015   14.3   0.1   184   220    60    96    53   124 0.91 -
ptg000003l:838144-839556   -            471 14486at4891          -            631   0.00065   15.4   2.4   2   2      0.18        20    0.6   0.4   312   378   355   422   344   430 0.77 -
ptg000009l:190965-192524   -            520 14486at4891          -            631   0.00099   14.8   0.0   1   1   1.2e-05    0.0014   14.4   0.0   157   216    72   131    57   186 0.88 -
ptg000007l:417706-419034   -            443 14486at4891          -            631    0.0013   14.5   0.0   1   1   1.6e-05    0.0018   14.0   0.0   158   217     3    62     1    67 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/saccharomycetes_odb10/hmms/14486at4891.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/hmmer_output/initial_run_results/14486at4891.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/saccharomycetes_odb10/hmms/14486at4891.hmm /home/inf-41-2022/Assembly/Busco/run_saccharomycetes_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:25:02 2023
# [ok]
