#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   1   6       4.2       9.9   -2.0   0.0    26    44    40    58    37    62 0.84 -
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   2   6   8.5e-06     2e-05   16.7   2.0    39    92    71   142    63   147 0.74 -
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   3   6   1.3e-18   3.1e-18   59.0   0.1    92   226   175   346   169   420 0.75 -
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   4   6   1.4e-17   3.2e-17   55.6   0.3   255   355   425   551   416   565 0.73 -
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   5   6       6.1        14   -2.6   0.0   364   383   912   931   905   933 0.81 -
ptg000011l:150003-153350   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   6   6   1.1e-15   2.5e-15   49.4   0.1   390   450  1025  1098  1022  1098 0.84 -
ptg000016l:181918-182760   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   1   4   1.3e-15   2.9e-15   49.1   0.2   134   208     5    81     1    84 0.90 -
ptg000016l:181918-182760   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   2   4   1.2e-15   2.8e-15   49.2   1.7   128   203    79   157    77   172 0.89 -
ptg000016l:181918-182760   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   3   4   2.7e-09   6.4e-09   28.3   0.0   171   213   214   256   211   257 0.95 -
ptg000016l:181918-182760   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   4   4   4.2e-07   9.9e-07   21.0   0.1   168   197   251   280   249   281 0.91 -
ptg000010l:93752-94726     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   1   4   2.9e-07   6.7e-07   21.6   0.1   155   218     1    65     1    70 0.86 -
ptg000010l:93752-94726     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   2   4   6.5e-06   1.5e-05   17.1   0.8   173   217    69   113    66   114 0.91 -
ptg000010l:93752-94726     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   3   4   3.3e-18   7.8e-18   57.6   1.2    58   207   110   269   107   272 0.92 -
ptg000010l:93752-94726     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   4   4   2.7e-19   6.3e-19   61.2   0.7    57   179   191   325   188   325 0.89 -
ptg000009l:290690-291727   -            346 261328at2759         -            450   8.3e-34  110.3  11.3   1   3   4.6e-16   1.1e-15   50.6   1.2    76   187     3   121     1   129 0.60 -
ptg000009l:290690-291727   -            346 261328at2759         -            450   8.3e-34  110.3  11.3   2   3     2e-14   4.6e-14   45.2   1.3   120   192   155   231   152   243 0.88 -
ptg000009l:290690-291727   -            346 261328at2759         -            450   8.3e-34  110.3  11.3   3   3   8.2e-06   1.9e-05   16.8   0.0    75   149   253   326   238   336 0.76 -
ptg000002l:605277-606062   -            262 261328at2759         -            450   4.9e-32  104.5   8.0   1   5       1.2       2.9   -0.3   0.1   166   188    12    34     5    40 0.72 -
ptg000002l:605277-606062   -            262 261328at2759         -            450   4.9e-32  104.5   8.0   2   5   5.5e-13   1.3e-12   40.4   0.3   148   220    53   125    52   133 0.88 -
ptg000002l:605277-606062   -            262 261328at2759         -            450   4.9e-32  104.5   8.0   3   5   1.5e-10   3.4e-10   32.4   0.0   130   207   115   196   111   198 0.88 -
ptg000002l:605277-606062   -            262 261328at2759         -            450   4.9e-32  104.5   8.0   4   5   7.7e-08   1.8e-07   23.5   0.0   152   206   183   238   180   240 0.90 -
