#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000004l:205233-208400 -           1056 261419at2759         -            533   3.2e-21   68.5  18.1   1   5      0.45        17   -3.2   0.0    10    31    71    92    68    96 0.87 -
ptg000004l:205233-208400 -           1056 261419at2759         -            533   3.2e-21   68.5  18.1   2   5      0.11       4.3   -1.3   0.0    46    62   152   168   133   173 0.78 -
ptg000004l:205233-208400 -           1056 261419at2759         -            533   3.2e-21   68.5  18.1   3   5   7.6e-08   2.9e-06   19.1   0.4   198   301   524   628   508   652 0.77 -
ptg000004l:205233-208400 -           1056 261419at2759         -            533   3.2e-21   68.5  18.1   4   5   2.7e-16     1e-14   47.0   1.8   390   503   826   960   766   963 0.72 -
ptg000004l:205233-208400 -           1056 261419at2759         -            533   3.2e-21   68.5  18.1   5   5   2.5e-05   0.00094   10.8   0.2   501   533  1010  1042   996  1042 0.87 -
ptg000010l:112400-113899 -            500 261419at2759         -            533   1.7e-09   29.8   0.0   1   4   0.00038     0.014    6.9   0.0   100   158    55   114    40   125 0.84 -
ptg000010l:112400-113899 -            500 261419at2759         -            533   1.7e-09   29.8   0.0   2   4     9e-07   3.4e-05   15.6   0.0    80   158   240   320   234   322 0.85 -
ptg000010l:112400-113899 -            500 261419at2759         -            533   1.7e-09   29.8   0.0   3   4     0.004      0.15    3.5   0.0   103   158   305   363   296   376 0.76 -
ptg000010l:112400-113899 -            500 261419at2759         -            533   1.7e-09   29.8   0.0   4   4     0.046       1.8    0.0   0.0   102   167   389   461   381   470 0.74 -
ptg000007l:471801-472148 -            116 261419at2759         -            533   0.00045   11.9   0.1   1   2   9.3e-05    0.0035    8.9   0.0   113   160    11    59     2    72 0.86 -
ptg000007l:471801-472148 -            116 261419at2759         -            533   0.00045   11.9   0.1   2   2     0.022      0.84    1.1   0.0   145   160    93   108    83   115 0.85 -
ptg000012l:64883-65359   -            159 261419at2759         -            533   0.00068   11.3   0.0   1   1   2.6e-05     0.001   10.7   0.0   115   164     8    66     5    76 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/261419at2759.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/rerun_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/hmmer_output/rerun_results/261419at2759.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/261419at2759.hmm /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/rerun_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:14:02 2023
# [ok]
