0	70574-1314	0	23767	-1	1479417at2759_402676_1:000a34|ptg000001l|-|174|1.278e-44|1|69261|70574|70574[70574]:69261[69261]:1314[1314]
0	97033+963	0	42253	1	39650at2759_36646_1:000574|ptg000001l|+|234|1.109e-62|1|97033|97995|97033[97033]:97995[97995]:963[963]
0	141480-507	0	80708	-1	1065019at2759_412030_1:000b65|ptg000001l|-|147|1.716e-36|1|140974|141480|141480[141480]:140974[140974]:507[507]
0	215989+510	0	80708	1	1065019at2759_412030_1:000b65|ptg000001l|+|157|1.676e-39|1|215989|216498|215989[215989]:216498[216498]:510[510]
0	111442-309	0	108377	-1	1488235at2759_352914_1:001429|ptg000001l|-|40|0.0002784|1|111134|111442|111442[111442]:111134[111134]:309[309]
0	168770+1374	0	119806	1	1324510at2759_56086_0:0021e5|ptg000001l|+|149|4.29e-37|1|168770|170143|168770[168770]:170143[170143]:1374[1374]
0	154451-972	0	123372	-1	1112002at2759_1043002_1:000a1c|ptg000001l|-|244|1.083e-65|1|153480|154451|154451[154451]:153480[153480]:972[972]
0	20684+798	0	152971	1	1228942at2759_1294385_1:00062f|ptg000001l|+|540|8.505e-155|1|20684|21481|20684[20684]:21481[21481]:798[798]
0	168171-267	0	155980	-1	1558822at2759_37360_1:0021b4|ptg000001l|-|45|8.7e-06|1|167905|168171|168171[168171]:167905[167905]:267[267]
0	177463+759	0	158126	1	1115196at2759_59538_0:0041b3|ptg000001l|+|132|5.622e-32|1|177463|178221|177463[177463]:178221[178221]:759[759]
0	114942+1344	0	162438	1	931188at2759_1294385_1:00063f|ptg000001l|+|928|1.349e-271|1|114942|116285|114942[114942]:116285[116285]:1344[1344]
0	165750+1227	0	165873	1	687505at2759_4100_0:001706|ptg000001l|+|191|9.753e-50|1|165750|166976|165750[165750]:166976[166976]:1227[1227]
0	159156-1233	0	215491	-1	1287401at2759_670386_1:0013a1|ptg000001l|-|117|1.842e-27|1|157924|159156|159156[159156]:157924[157924]:1233[1233]
0	107697-1575	0	298054	-1	179362at2759_378494_0:0041ae|ptg000001l|-|137|1.757e-33|1|106123|107697|107697[107697]:106123[106123]:1575[1575]
0	215495-807	0	299378	-1	917326at2759_51315_1:0013a1|ptg000001l|-|96|3.864e-21|1|214689|215495|215495[215495]:214689[214689]:807[807]
2	652604+558	0	1485	1	1525971at2759_1294385_1:00015e|ptg000002l|+|354|8.342e-99|1|652604|653161|652604[652604]:653161[653161]:558[558]
2	103340+288	0	7730	1	1249159at2759_7227_0:001548|ptg000002l|+|76|4.051e-15|1|103340|103627|103340[103340]:103627[103627]:288[288]
2	72439-1374	0	10953	-1	774318at2759_1294385_1:000177|ptg000002l|-|907|2.829e-265|1|71066|72439|72439[72439]:71066[71066]:1374[1374]
2	33143+3390	0	33868	1	320059at2759_4565_0:016428|ptg000002l|+|102|6.037e-23|1|33143|36532|33143[33143]:36532[36532]:3390[3390]
2	744417+792	0	42253	1	39650at2759_36646_1:000574|ptg000002l|+|119|4.606e-28|1|744417|745208|744417[744417]:745208[745208]:792[792]
2	605888-648	0	51851	-1	1025450at2759_3750_0:00aa23|ptg000002l|-|129|4.498e-31|1|605241|605888|605888[605888]:605241[605241]:648[648]
2	390878-567	0	52217	-1	674169at2759_407821_0:003211|ptg000002l|-|128|8.996e-31|1|390312|390878|390878[390878]:390312[390312]:567[567]
2	596691+996	0	54117	1	1284731at2759_6183_0:00249c|ptg000002l|+|84|1.583e-17|1|596691|597686|596691[596691]:597686[597686]:996[996]
2	571474+795	0	58711	1	604979at2759_1354746_1:0000fd|ptg000002l|+|81|1.266e-16|1|571474|572268|571474[571474]:572268[572268]:795[795]
2	148739+1497	0	68400	1	598949at2759_1408657_1:0008c5|ptg000002l|+|59|5.31e-10|1|148739|150235|148739[148739]:150235[150235]:1497[1497]
2	733133-465	0	80708	-1	1065019at2759_412030_1:000b65|ptg000002l|-|85|7.913e-18|1|732669|733133|733133[733133]:732669[732669]:465[465]
2	122168-777	0	80898	-1	708105at2759_4236_0:007be7|ptg000002l|-|43|3.48e-05|1|121392|122168|122168[122168]:121392[121392]:777[777]
2	731154+1176	0	80973	1	673132at2759_431895_0:002225|ptg000002l|+|247|1.354e-66|1|731154|732329|731154[731154]:732329[732329]:1176[1176]
2	211685+846	0	118730	1	1025450at2759_4232_0:0085ad|ptg000002l|+|77|2.026e-15|1|211685|212530|211685[211685]:212530[212530]:846[846]
2	286419-813	0	120109	-1	1322642at2759_5786_1:0020f8|ptg000002l|-|90|2.473e-19|1|285607|286419|286419[286419]:285607[285607]:813[813]
2	599925-339	0	121476	-1	937275at2759_7395_0:00001a|ptg000002l|-|70|2.593e-13|1|599587|599925|599925[599925]:599587[599587]:339[339]
2	711174-378	0	128578	-1	1019762at2759_4577_0:0021a5|ptg000002l|-|91|1.236e-19|1|710797|711174|711174[711174]:710797[710797]:378[378]
2	40450+1113	0	139192	1	655400at2759_59538_0:004115|ptg000002l|+|61|1.328e-10|1|40450|41562|40450[40450]:41562[41562]:1113[1113]
2	687148+1527	0	156485	1	976469at2759_41427_0:001012|ptg000002l|+|147|1.716e-36|1|687148|688674|687148[687148]:688674[688674]:1527[1527]
2	87541-1617	0	157187	-1	878143at2759_48709_0:003db1|ptg000002l|-|312|3.669e-86|1|85925|87541|87541[87541]:85925[85925]:1617[1617]
2	312236-924	0	167426	-1	396755at2759_578462_1:000ca3|ptg000002l|-|125|7.197e-30|1|311313|312236|312236[312236]:311313[311313]:924[924]
2	147747+285	0	169248	1	1545004at2759_78828_0:000676|ptg000002l|+|66|4.149e-12|1|147747|148031|147747[147747]:148031[148031]:285[285]
2	69410-879	0	178788	-1	761109at2759_796925_1:0011b6|ptg000002l|-|139|4.392e-34|1|68532|69410|69410[69410]:68532[68532]:879[879]
2	549038+681	0	180743	1	97116at2759_114742_1:0020c4|ptg000002l|+|87|1.978e-18|1|549038|549718|549038[549038]:549718[549718]:681[681]
2	567011-1740	0	200304	-1	1106766at2759_1294385_1:000055|ptg000002l|-|1196|0|1|565272|567011|567011[567011]:565272[565272]:1740[1740]
2	590405+378	0	207475	1	1488235at2759_869250_1:000620|ptg000002l|+|43|3.48e-05|1|590405|590782|590405[590405]:590782[590782]:378[378]
2	701571-1344	0	209771	-1	1079130at2759_1294385_1:000057|ptg000002l|-|922|8.634e-270|1|700228|701571|701571[701571]:700228[700228]:1344[1344]
2	263255-255	0	211183	-1	160593at2759_197043_0:0078e1|ptg000002l|-|43|3.48e-05|1|263001|263255|263255[263255]:263001[263001]:255[255]
2	454430-909	0	214378	-1	761109at2759_5480_1:0008cb|ptg000002l|-|61|1.328e-10|1|453522|454430|454430[454430]:453522[453522]:909[909]
2	643042+441	0	218768	1	1479417at2759_1173061_1:0005a4|ptg000002l|+|69|5.186e-13|1|643042|643482|643042[643042]:643482[643482]:441[441]
2	76007-1623	0	219238	-1	898782at2759_1294385_1:000060|ptg000002l|-|1085|7.385e-319|1|74385|76007|76007[76007]:74385[74385]:1623[1623]
2	437065+1146	0	221741	1	1014314at2759_32264_0:000d2c|ptg000002l|+|135|7.028e-33|1|437065|438210|437065[437065]:438210[438210]:1146[1146]
2	338090-2688	0	224231	-1	355408at2759_578462_1:001bb9|ptg000002l|-|297|1.202e-81|1|335403|338090|338090[338090]:335403[335403]:2688[2688]
2	183711+1722	0	228705	1	582756at2759_1294385_1:000061|ptg000002l|+|1116|0|1|183711|185432|183711[183711]:185432[185432]:1722[1722]
2	762312-936	0	229330	-1	1173229at2759_1408157_1:0020fd|ptg000002l|-|45|8.7e-06|1|761377|762312|762312[762312]:761377[761377]:936[936]
2	709233-1449	0	238172	-1	1193442at2759_1294385_1:000076|ptg000002l|-|929|6.746e-272|1|707785|709233|709233[709233]:707785[707785]:1449[1449]
2	475615-1947	0	247639	-1	1111142at2759_1294385_1:00009d|ptg000002l|-|1290|0|1|473669|475615|475615[475615]:473669[473669]:1947[1947]
2	142640+606	0	247941	1	1228942at2759_13249_0:00302e|ptg000002l|+|54|1.699e-08|1|142640|143245|142640[142640]:143245[143245]:606[606]
2	425875+4362	0	257106	1	1312453at2759_1294385_1:0000a9|ptg000002l|+|2896|0|1|425875|430236|425875[425875]:430236[430236]:4362[4362]
2	194058+708	0	265195	1	1312453at2759_101020_0:001461|ptg000002l|+|78|1.013e-15|1|194058|194765|194058[194058]:194765[194765]:708[708]
2	154918-2115	0	266573	-1	513979at2759_1294385_1:0000ab|ptg000002l|-|1390|0|1|152804|154918|154918[154918]:152804[152804]:2115[2115]
2	581344-699	0	273216	-1	1312453at2759_763407_1:001f7f|ptg000002l|-|310|1.468e-85|1|580646|581344|581344[581344]:580646[580646]:699[699]
2	224370+7479	0	276040	1	674160at2759_1294385_1:0000c5|ptg000002l|+|4884|0|1|224370|231848|224370[224370]:231848[231848]:7479[7479]
2	345816-723	0	281217	-1	931188at2759_5963_1:0071ef|ptg000002l|-|59|5.31e-10|1|345094|345816|345816[345816]:345094[345094]:723[723]
2	353291-1860	0	285507	-1	1404162at2759_1294385_1:0000e9|ptg000002l|-|1222|0|1|351432|353291|353291[353291]:351432[351432]:1860[1860]
2	719042-525	0	294974	-1	1426075at2759_1294385_1:000148|ptg000002l|-|364|8.146e-102|1|718518|719042|719042[719042]:718518[718518]:525[525]
2	16553-993	0	298234	-1	679771at2759_39758_0:004225|ptg000002l|-|171|1.023e-43|1|15561|16553|16553[16553]:15561[15561]:993[993]
4	285233-1407	0	1492	-1	1115196at2759_1294385_1:0014ff|ptg000003l|-|977|2.396e-286|1|283827|285233|285233[285233]:283827[283827]:1407[1407]
4	740309+843	0	5543	1	1112002at2759_46433_1:006300|ptg000003l|+|105|7.546e-24|1|740309|741151|740309[740309]:741151[741151]:843[843]
4	125993+279	0	7730	1	1249159at2759_7227_0:001548|ptg000003l|+|48|1.088e-06|1|125993|126271|125993[125993]:126271[126271]:279[279]
4	570100-222	0	8747	-1	866359at2759_88501_0:0030f5|ptg000003l|-|43|3.48e-05|1|569879|570100|570100[570100]:569879[569879]:222[222]
4	70002-1476	0	10960	-1	1173229at2759_1294385_1:001508|ptg000003l|-|970|3.068e-284|1|68527|70002|70002[70002]:68527[68527]:1476[1476]
4	175009-939	0	14033	-1	865202at2759_378494_0:0042d9|ptg000003l|-|222|4.542e-59|1|174071|175009|175009[175009]:174071[174071]:939[939]
4	449967+465	0	15056	1	1312453at2759_47790_0:003198|ptg000003l|+|67|2.074e-12|1|449967|450431|449967[449967]:450431[450431]:465[465]
4	572134+822	0	20428	1	1474000at2759_1294385_1:00150f|ptg000003l|+|535|2.722e-153|1|572134|572955|572134[572134]:572955[572955]:822[822]
4	854271-1797	0	29896	-1	1019762at2759_1294385_1:001518|ptg000003l|-|1165|0|1|852475|854271|854271[854271]:852475[852475]:1797[1797]
4	210191-555	0	35500	-1	1228942at2759_658858_1:0003ad|ptg000003l|-|57|2.124e-09|1|209637|210191|210191[210191]:209637[209637]:555[555]
4	200308-1287	0	39364	-1	1194691at2759_1294385_1:001523|ptg000003l|-|837|3.34e-244|1|199022|200308|200308[200308]:199022[199022]:1287[1287]
4	776322-639	0	42253	-1	39650at2759_36646_1:000574|ptg000003l|-|132|5.622e-32|1|775684|776322|776322[776322]:775684[775684]:639[639]
4	679208+801	0	42253	1	39650at2759_36646_1:000574|ptg000003l|+|174|1.278e-44|1|679208|680008|679208[679208]:680008[680008]:801[801]
4	207682+216	0	46828	1	457861at2759_9258_0:004957|ptg000003l|+|69|5.186e-13|1|207682|207897|207682[207682]:207897[207897]:216[216]
