#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000006l:565630-565881 -             84 1545004at2759        -             78     4e-21   70.3   0.1   1   1   5.8e-23   4.7e-21   70.1   0.1     7    70     4    70     1    77 0.87 -
ptg000006l:281682-282008 -            109 1545004at2759        -             78   5.2e-21   69.9   0.2   1   1   9.4e-23   7.5e-21   69.4   0.2     1    73     5    74     5    79 0.91 -
ptg000009l:214207-214500 -             98 1545004at2759        -             78     3e-14   48.3   0.0   1   2   4.8e-13   3.8e-11   38.3   0.0     7    42     8    44     1    52 0.85 -
ptg000009l:214207-214500 -             98 1545004at2759        -             78     3e-14   48.3   0.0   2   2    0.0011     0.085    8.4   0.0    44    61    65    82    60    97 0.86 -
ptg000013l:542130-542396 -             89 1545004at2759        -             78   1.2e-11   39.9   0.1   1   1     2e-13   1.6e-11   39.5   0.1     6    68    14    81    10    88 0.81 -
ptg000009l:457520-457798 -             93 1545004at2759        -             78   2.1e-09   32.7   0.2   1   1   4.3e-11   3.4e-09   32.1   0.2     4    62    16    80    12    83 0.80 -
ptg000014l:426522-426761 -             80 1545004at2759        -             78   5.5e-09   31.4   0.3   1   1   3.3e-10   2.6e-08   29.2   0.3     8    57     3    61     1    68 0.70 -
ptg000001l:167905-168171 -             89 1545004at2759        -             78   3.7e-08   28.7   0.1   1   1   5.5e-10   4.4e-08   28.5   0.1     1    61    25    87    25    89 0.86 -
ptg000011l:628486-628731 -             82 1545004at2759        -             78   4.3e-06   22.1   0.1   1   1   8.4e-08   6.7e-06   21.5   0.1    17    63    30    82    19    82 0.77 -
ptg000013l:228428-228652 -             75 1545004at2759        -             78   3.6e-05   19.2   0.2   1   1     7e-07   5.6e-05   18.6   0.2    10    63    17    75     8    75 0.74 -
ptg000003l:48253-48483   -             77 1545004at2759        -             78     8e-05   18.1   0.0   1   1   1.1e-06   8.5e-05   18.0   0.0    18    65    30    75    13    77 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/1545004at2759.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/1545004at2759.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/1545004at2759.hmm /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:08:08 2023
# [ok]
