#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000017l:401856-404375 -            840 905026at2759         -            402   3.5e-95  314.8  14.6   1   2     6e-12   6.9e-10   33.9   0.0     4    75   236   321   233   324 0.82 -
ptg000017l:401856-404375 -            840 905026at2759         -            402   3.5e-95  314.8  14.6   2   2   3.9e-84   4.5e-82  271.6  12.4    75   401   355   752   343   753 0.82 -
ptg000002l:68532-69410   -            293 905026at2759         -            402   4.9e-22   73.8   4.1   1   4   3.4e-18   3.8e-16   54.5   0.5   200   297    74   171    51   172 0.84 -
ptg000002l:68532-69410   -            293 905026at2759         -            402   4.9e-22   73.8   4.1   2   4   0.00052     0.059    7.7   0.1   337   364   161   188   157   198 0.86 -
ptg000002l:68532-69410   -            293 905026at2759         -            402   4.9e-22   73.8   4.1   3   4   7.3e-05    0.0084   10.5   0.2   323   392   180   250   178   252 0.86 -
ptg000002l:68532-69410   -            293 905026at2759         -            402   4.9e-22   73.8   4.1   4   4    0.0068      0.78    4.0   0.0   208   247   252   292   251   293 0.90 -
ptg000002l:453522-454430 -            303 905026at2759         -            402   9.8e-19   63.0   7.4   1   4   3.7e-05    0.0043   11.5   0.0   233   277     9    53     1    58 0.86 -
ptg000002l:453522-454430 -            303 905026at2759         -            402   9.8e-19   63.0   7.4   2   4   1.8e-07   2.1e-05   19.1   0.0   213   274    58   123    54   125 0.93 -
ptg000002l:453522-454430 -            303 905026at2759         -            402   9.8e-19   63.0   7.4   3   4   3.6e-05    0.0041   11.5   0.4   163   246   147   238   142   240 0.78 -
ptg000002l:453522-454430 -            303 905026at2759         -            402   9.8e-19   63.0   7.4   4   4   9.7e-10   1.1e-07   26.6   0.5   179   276   202   303   201   303 0.80 -
ptg000015l:438069-439946 -            626 905026at2759         -            402   3.7e-12   41.3  10.8   1   4      0.65        75   -2.5   0.0    29    95    87   152    85   205 0.65 -
ptg000015l:438069-439946 -            626 905026at2759         -            402   3.7e-12   41.3  10.8   2   4      0.43        49   -1.9   0.2    80   130   216   269   211   278 0.74 -
ptg000015l:438069-439946 -            626 905026at2759         -            402   3.7e-12   41.3  10.8   3   4   3.8e-11   4.3e-09   31.2   0.4   176   281   354   462   340   465 0.78 -
ptg000015l:438069-439946 -            626 905026at2759         -            402   3.7e-12   41.3  10.8   4   4     6e-07   6.9e-05   17.4   0.1   211   280   459   529   458   538 0.90 -
ptg000003l:32509-34569   -            687 905026at2759         -            402   6.7e-12   40.5   0.1   1   4      0.01       1.1    3.5   0.1   241   279   127   166   116   178 0.81 -
ptg000003l:32509-34569   -            687 905026at2759         -            402   6.7e-12   40.5   0.1   2   4   6.9e-08   7.9e-06   20.5   0.0   218   284   212   279   190   283 0.88 -
ptg000003l:32509-34569   -            687 905026at2759         -            402   6.7e-12   40.5   0.1   3   4     0.016       1.8    2.8   0.0   232   259   477   504   453   509 0.81 -
ptg000003l:32509-34569   -            687 905026at2759         -            402   6.7e-12   40.5   0.1   4   4   0.00062     0.071    7.5   0.0   210   264   521   576   515   578 0.88 -
ptg000005l:932400-932909 -            170 905026at2759         -            402   8.8e-07   23.6   0.0   1   1   1.1e-08   1.2e-06   23.1   0.0   203   283     6    84     2   119 0.80 -
ptg000011l:339772-340242 -            157 905026at2759         -            402   0.00019   15.9   0.5   1   2   2.2e-05    0.0025   12.3   0.2   323   390    24    99    19   100 0.68 -
ptg000011l:339772-340242 -            157 905026at2759         -            402   0.00019   15.9   0.5   2   2   0.00036     0.041    8.2   0.0   340   390    76   125    73   130 0.86 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/905026at2759.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/905026at2759.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/905026at2759.hmm /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:08:17 2023
# [ok]
