#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000016l:66635-67927     -            431 1025450at2759        -            307   8.6e-53  175.0   7.3   1   2   7.6e-51   7.8e-50  165.3   5.9     4   288    45   390    42   396 0.76 -
ptg000016l:66635-67927     -            431 1025450at2759        -            307   8.6e-53  175.0   7.3   2   2     0.056      0.58    4.8   0.0   287   306   410   429   404   430 0.88 -
ptg000010l:112400-115168   -            923 1025450at2759        -            307   7.3e-46  152.2   6.1   1   5     6e-05   0.00062   14.5   0.0   148   229    22   106     7   133 0.78 -
ptg000010l:112400-115168   -            923 1025450at2759        -            307   7.3e-46  152.2   6.1   2   5   2.5e-12   2.5e-11   38.8   0.5    21   176   145   296   141   326 0.82 -
ptg000010l:112400-115168   -            923 1025450at2759        -            307   7.3e-46  152.2   6.1   3   5     2e-09     2e-08   29.3   0.1    47    95   328   376   313   378 0.78 -
ptg000010l:112400-115168   -            923 1025450at2759        -            307   7.3e-46  152.2   6.1   4   5   2.2e-22   2.2e-21   71.8   0.6    48   213   371   551   371   576 0.81 -
ptg000010l:112400-115168   -            923 1025450at2759        -            307   7.3e-46  152.2   6.1   5   5     0.039       0.4    5.3   0.0   145   246   520   607   512   622 0.64 -
ptg000010l:93638-94624     -            329 1025450at2759        -            307   9.1e-37  122.4   8.8   1   4   1.5e-15   1.5e-14   49.4   0.1    36    95    14    73     5    77 0.94 -
ptg000010l:93638-94624     -            329 1025450at2759        -            307   9.1e-37  122.4   8.8   2   4   4.7e-09   4.8e-08   28.0   0.7    38   227   108   184    97   193 0.55 -
ptg000010l:93638-94624     -            329 1025450at2759        -            307   9.1e-37  122.4   8.8   3   4     2e-10   2.1e-09   32.5   0.0    35    95   228   289   225   294 0.92 -
ptg000010l:93638-94624     -            329 1025450at2759        -            307   9.1e-37  122.4   8.8   4   4   2.9e-05    0.0003   15.6   0.1   132   169   292   329   287   329 0.75 -
ptg000004l:379415-382225   -            937 1025450at2759        -            307     1e-35  118.9  16.3   1   6       5.7        59   -1.8   0.0   271   283    48    60    38    66 0.56 -
ptg000004l:379415-382225   -            937 1025450at2759        -            307     1e-35  118.9  16.3   2   6   9.7e-11     1e-09   33.6   0.1    98   170    80   151    75   156 0.93 -
