#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000011l:50197-53427   -           1077 396755at2759         -            656   2.5e-96  319.1  54.9   1   3   4.1e-09   5.4e-07   24.0   0.5     7    73    47   122    44   131 0.78 -
ptg000011l:50197-53427   -           1077 396755at2759         -            656   2.5e-96  319.1  54.9   2   3     5e-31   6.6e-29   96.4   9.3   104   354   180   489   167   490 0.68 -
ptg000011l:50197-53427   -           1077 396755at2759         -            656   2.5e-96  319.1  54.9   3   3   3.3e-59   4.4e-57  189.5  35.0   301   654   465   932   453   935 0.73 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   1   6     0.077        10   -0.1   0.0   456   474     5    23     2    24 0.74 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   2   6   2.3e-06   0.00031   14.9   0.1   500   533    21    54    18    62 0.89 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   3   6   0.00012     0.016    9.2   0.1   120   166    48    94    47    99 0.90 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   4   6   1.7e-05    0.0023   12.0   0.1   458   554    77   187    73   200 0.76 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   5   6   0.00015     0.021    8.8   0.4   221   253   204   236   182   239 0.82 -
ptg000002l:453522-454430 -            303 396755at2759         -            656   2.5e-13   44.9   8.2   6   6   5.9e-05    0.0079   10.2   0.0   322   370   237   288   229   302 0.71 -
ptg000017l:401856-404375 -            840 396755at2759         -            656   6.3e-12   40.3   2.6   1   4      0.54        73   -2.9   0.0   511   527   269   285   261   304 0.81 -
ptg000017l:401856-404375 -            840 396755at2759         -            656   6.3e-12   40.3   2.6   2   4     0.058       7.8    0.3   0.0   223   252   357   386   343   405 0.74 -
ptg000017l:401856-404375 -            840 396755at2759         -            656   6.3e-12   40.3   2.6   3   4   1.2e-07   1.6e-05   19.1   0.4   224   356   530   662   502   666 0.84 -
ptg000017l:401856-404375 -            840 396755at2759         -            656   6.3e-12   40.3   2.6   4   4   4.2e-07   5.6e-05   17.3   0.1   503   560   672   730   670   766 0.86 -
ptg000003l:32509-34569   -            687 396755at2759         -            656   6.6e-06   20.4   0.4   1   3   9.3e-05     0.012    9.6   0.0   462   506     2    49     1    62 0.88 -
ptg000003l:32509-34569   -            687 396755at2759         -            656   6.6e-06   20.4   0.4   2   3    0.0086       1.1    3.1   0.0   226   290   246   278   216   318 0.62 -
ptg000003l:32509-34569   -            687 396755at2759         -            656   6.6e-06   20.4   0.4   3   3    0.0061      0.82    3.5   0.2   150   277   477   614   460   673 0.60 -
ptg000002l:68532-69410   -            293 396755at2759         -            656   1.6e-05   19.1   1.1   1   2       0.3        40   -2.0   0.0   498   530    16    47    11    55 0.66 -
ptg000002l:68532-69410   -            293 396755at2759         -            656   1.6e-05   19.1   1.1   2   2    0.0035      0.47    4.3   0.1   148   169   105   126    90   131 0.70 -
ptg000005l:932400-932909 -            170 396755at2759         -            656   0.00012   16.3   0.0   1   1   6.7e-06    0.0009   13.3   0.0   319   396    11    93     2    97 0.79 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/396755at2759.hmm
# Target file:     /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/hmmer_output/initial_run_results/396755at2759.out --cpu 1 /home/inf-41-2022/Assembly/busco_downloads/lineages/eukaryota_odb10/hmms/396755at2759.hmm /home/inf-41-2022/Assembly/Busco/auto_lineage/run_eukaryota_odb10/metaeuk_output/initial_results/output.bp.p_ctg.fa.modified.fas 
# Current dir:     /home/inf-41-2022/Assembly
# Date:            Thu Feb 23 23:08:13 2023
# [ok]
